Frequency (MHz),Full_Info
6.14,2200-0600       CHN PBS Qinghai              M   CHN         xg
6.14,1405-1435       J   Shiokaze                 J   KRE         y
6.14,1900-2000       KOR KBS World Radio          F   WEu         /G-w
6.14,1400-1500       TWN Radio Taiwan Int.        M   CHN         k
6.14,1500-1600       TWN Radio Taiwan Int.        M   CHN         k
6.14,1600-1700       TWN Radio Taiwan Int.        M   CHN         k
6.15,0000-2400       B   Rdio Saturno            P   B           bh
6.15,1100-1200       CHN CNR1 Jammer/Firedrake    M   FE          a
6.15,0400-0600 irr   D   Europa24                 D   Eu          dt
6.15,0600-1600       D   Europa24                 D   Eu          dt
6.15,2100-2200 irr   F   TDF DIGITAL              F   Eu          i
6.15,1700-1800       G   BBC                      DR  AFG         /OMA-a
6.15,1800-1900       G   BBC                      PS  AFG         /OMA-a
6.15,1100-1200       TWN Radio Taiwan Int.        M   FE          k
6.15,1200-1300       TWN Radio Taiwan Int.        AM  FE          k
6.16,1400-1500       CHN China Radio Int.         R   CAs         ka
6.16,1500-1600       CHN China Radio Int.         M   SEA         b
6.16,2055-2300       CHN CNR 2 China Business R.  M   CHN         B
6.16,0800-0900       KOR KBS World Radio          J   FE          k
6.16,0900-1000       KOR KBS World Radio          J   FE          k
6.16,2300-2400       CHN China Radio Int.         E   SAs         ka
6.16,"0700-1700       D   Shortwave Radio Gold     D,E WEu         wa"
6.16,"1700-2200       D   Shortwave Radio Gold     D,E WEu         wa"
6.16,0000-0100 Sa    USA WBCQ The Planet          E   NAm         q
6.16,0100-0200 Tu-Sa USA WBCQ The Planet          E   NAm         q
6.16,"0200-0300 Th,Sa USA WBCQ The Planet          E   NAm         q"
6.16,0000-2400       USA WBCQ World's LastChance  E   NAm         q
6.17,0000-0100       CHN China National Radio 6   AM  TWN         B
6.17,0900-1100       CHN China National Radio 6   HK  TWN         B
6.17,1100-1200       CHN China National Radio 6   M   TWN         B
6.17,1200-1605       CHN China National Radio 6   M   TWN         B
6.17,2155-2400       CHN China National Radio 6   AM  TWN         B
6.17,1600-1700       CHN China Radio Int.         TU  ME          u
6.17,1700-1800       CHN China Radio Int.         E   ME          b
6.17,0430-0450       J   NHK Radio Japan          R   EEu         /D-n
6.17,1555-1625 156   J   Shiokaze                 J   KRE         y
6.17,1555-1655 We    J   Shiokaze                 E   KRE         y
6.17,1555-1655 Su    J   Shiokaze                 J   KRE         y
6.17,"1555-1655 Tu,Th J   Shiokaze                 K   KRE         y"
6.17,1625-1655 156   J   Shiokaze                 K   KRE         y
6.17,0300-0400       TUR Voice of Turkey          E   ME          e
6.17,0000-1800 1.Sa  FIN Scandinavian Weekend R.  FI  Eu          v
6.17,1800-2100 1.Sa  FIN Scandinavian Weekend R.  FI  Eu          v
6.17,2100-2400 1.Fr  FIN Scandinavian Weekend R.  FI  Eu          v
6.17,0700-1300       HOL Radio Delta Int.         NL  Eu          e
6.17,1600-1700       CHN China Radio Int.         E   SEA         n
6.17,1700-1800       CHN China Radio Int.         E   SEA         n
6.17,1420-1435 Su    SWZ Trans World Radio        SGA MOZ
6.18,0150-0155       B   Rdio Nacional Amaznia  E   B           b
6.18,0155-0200       B   Rdio Nacional Amaznia  S   B           b
6.18,0750-0207       B   Rdio Nacional Amaznia  P   B           b
6.18,0000-0100       CHN China Radio Int.         E   SAs         ka
6.18,0100-0200       CHN China Radio Int.         E   SAs         ka
6.18,0200-0300       CHN China Radio Int.         R   CAs         ka
6.18,0300-0400       CHN China Radio Int.         R   CAs         ka
6.18,0400-0500       CHN China Radio Int.         R   CAs         ka
6.18,2300-2400       CHN China Radio Int.         E   SAs         ka
6.18,1000-1600       CHN CNR1 DIGITAL             M   CHN         b
6.18,1000-1600       CHN CNR1 Jammer/Firedrake    M   FE          f
6.18,0600-0630       D   DWD Pinneberg            D   Eu          pi
6.18,1200-1230       D   DWD Pinneberg            D   Eu          pi
6.18,1600-1630       D   DWD Pinneberg            D   Eu          pi
6.18,2000-2030       D   DWD Pinneberg            D   Eu          pi
6.18,1100-1200       TWN Radio Taiwan Int.        M   CHN         s
6.18,1200-1300       TWN Radio Taiwan Int.        M   CHN         s
6.18,1300-1400       TWN Radio Taiwan Int.        M   CHN         s
6.18,1400-1500       TWN Radio Taiwan Int.        M   CHN         s
6.18,1500-1600       TWN Radio Taiwan Int.        M   CHN         s
6.18,0943-1200       CHN China Huayi BC           M   TWN         f
6.18,0000-2400       FIN RealMix Radio                Eu          r
6.18,2200-1200       MEX Radio Educacin          S   CAm         e
6.19,2055-2400       CHN CNR 2 China Business R.  M   CHN         q
6.19,1200-1800       CHN PBS Xinjiang             MO  CHN         uc
6.19,2300-0330       CHN PBS Xinjiang             MO  CHN         uc
6.2,0900-1400 irr   D   DRM Tests DIGITAL        D   Eu          /G-w
6.2,0900-1400 irr   D   Radio SE-TA2 DIGITAL     D   Eu
6.2,0000-2400       FIN RealMix Radio                Eu          r
6.2,0030-0100       G   BBC                      DR  AFG         /OMA-a
6.2,0100-0130       G   BBC                      PS  AFG         /OMA-a
6.2,0130-0200       G   BBC                      DR  AFG         /OMA-a
6.2,0500-0600       TCD Radio Ndarason Int.      KNU WAf         /ASC
6.2,"0000-2400 irr   B   Radio ncora, Bahia      P   B           xx"
6.2,2300-2400       CHN China National Radio 11  TB  CHN         t
6.2,0000-0200       CHN Xizang RTV               TB  CHN         t
6.2,0200-0700       CHN Xizang RTV               TB  CHN         t
6.2,0700-0800 We-Mo CHN Xizang RTV               E   CHN         t
6.2,0800-1000 We-Mo CHN Xizang RTV               TB  CHN         t
6.2,1000-1600       CHN Xizang RTV               TB  CHN         t
6.2,1600-1700       CHN Xizang RTV               E   CHN         t
6.2,1700-1805       CHN Xizang RTV               TB  CHN         t
6.2,2050-2300       CHN Xizang RTV               TB  CHN         t
6.2,1228-1229       CHN Voice of Jinling         C   TWN         nj
6.2,1230-1505       CHN Voice of Jinling         C   TWN         nj
6.21,0000-2400       CAN VFF Iqaluit Radio        E   NAm         i
6.22,0000-2400       CAN VFF Iqaluit Radio        E   NAm         hr
6.22,0000-2400       CAN VFF Iqaluit Radio        E   NAm         in
6.22,0115-0200       CAN VFF Iqaluit Radio        E   NAm         in
6.22,0235-0300       CAN VFF Iqaluit Radio        E   NAm         in
6.22,1315-1400       CAN VFF Iqaluit Radio        E   NAm         in
6.22,1435-1500       CAN VFF Iqaluit Radio        E   NAm         in
6.22,1705-1745       CAN VFF Iqaluit Radio        E   NAm         in
6.22,0003-0040       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,0133-0210       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,0303-0340       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,0533-0610       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,0803-0840       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,0903-0940       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,1333-1418       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,1503-1540       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,1733-1810       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,2003-2040       NZL ZLM Taupo Maritime R.    E   Oc          t
6.22,2103-2145       NZL ZLM Taupo Maritime R.    E   Oc          t
6.23,0345-0400       AUS Tas Maritime Radio       E   Tas
6.23,0733-0748       AUS Tas Maritime Radio       E   Tas
6.23,2145-2200       AUS Tas Maritime Radio       E   Tas
6.23,1000-2300       AUS VMW Wiluna WA            E   AUS         w
6.23,0000-2400       CHN CNR1 Jammer/Firedrake    M   CHN
6.23,0000-0100       TWN Sound of Hope            M   FE
6.23,0100-0200       TWN Sound of Hope            M   FE
6.23,0200-1200       TWN Sound of Hope            M   FE
6.23,1200-1300       TWN Sound of Hope            M   FE
6.23,1300-1400       TWN Sound of Hope            M   FE
6.23,1400-1500       TWN Sound of Hope            M   FE
6.23,1500-1600       TWN Sound of Hope            CA  FE
6.23,1600-1700       TWN Sound of Hope            M   FE
6.23,1700-2000       TWN Sound of Hope            M   FE
6.23,2000-2100       TWN Sound of Hope            M   FE
6.23,2100-2130       TWN Sound of Hope            M   FE
6.23,2130-2200       TWN Sound of Hope            M   FE
6.23,2200-2300       TWN Sound of Hope            M   FE
6.23,2300-2400       TWN Sound of Hope            M   FE
6.24,0000-2400       TKM Ashgabat Aero            E   CAs         as
6.24,0000-2400       TKM Dashoguz Aero            E   CAs         ds
6.25,0700-0300       KRE Noise Jammer                 KRE
6.26,0000-2400 irr   B   Rdio Tury               P   B           xx
6.27,0000-2400       CAN VFF Iqaluit Radio        -TY NAm         i
6.28,0000-2400 irr   XUU Various pirates          E   Eu          /XUU
6.28,0000-2400       CHN CNR1 Jammer/Firedrake    M   CHN
6.28,0000-0100       TWN Sound of Hope            M   FE
6.28,0100-0200       TWN Sound of Hope            M   FE
6.28,0200-1200       TWN Sound of Hope            M   FE
6.28,1200-1300       TWN Sound of Hope            M   FE
6.28,1300-1400       TWN Sound of Hope            M   FE
6.28,1400-1500       TWN Sound of Hope            M   FE
6.28,1500-1600       TWN Sound of Hope            M   FE
6.28,1600-1700       TWN Sound of Hope            M   FE
6.28,1700-2000       TWN Sound of Hope            M   FE
6.28,2000-2100       TWN Sound of Hope            M   FE
6.28,2100-2130       TWN Sound of Hope            M   FE
6.28,2130-2200       TWN Sound of Hope            M   FE
6.28,2200-2300       TWN Sound of Hope            M   FE
6.28,2300-2400       TWN Sound of Hope            M   FE
6.28,0000-2400 irr   XUU Various pirates          E   Eu          /XUU
6.29,0000-2400 irr   XUU Various pirates          E   Eu          /XUU
6.3,0000-2400 irr   XUU Various pirates          E   Eu          /XUU
6.31,0000-2400       CAN VFF Iqaluit Radio        -TY NAm         i
6.31,0140-0150       USA NMF NAVTEX Boston MA         ENA         bo
6.32,0000-2400       CHN XSV Tianjin Radio        -TY FE          tj
6.32,0000-2400       CHN XSV Tianjin Radio        -TY FE          tj
6.32,0000-2400       I   IDR Ny Roma              I   SEu
6.32,0000-2400       GRC SVO Olimpia Radio        -CW SEu         o
6.32,"1700-2400 Sa    USA MRHS KPH Bolinas, CA     -TY WNA         pr"
6.33,0000-2400       CHN XSG Shanghai Radio       -TY FE          sh
6.33,0330-0355       RUS RBW Murmansk Meteo Fax       NEu         mm
6.33,1030-1055       RUS RBW Murmansk Meteo Fax       NEu         mm
6.33,1330-1355       RUS RBW Murmansk Meteo Fax       NEu         mm
6.33,1445-1510       RUS RBW Murmansk Meteo Fax       NEu         mm
6.33,2000-2025       RUS RBW Murmansk Meteo Fax       NEu         mm
6.34,0000-0100       TWN Sound of Hope            M   FE
6.34,0100-0200       TWN Sound of Hope            M   FE
6.34,0200-1200       TWN Sound of Hope            M   FE
6.34,1200-1300       TWN Sound of Hope            M   FE
6.34,1300-1400       TWN Sound of Hope            M   FE
6.34,1400-1500       TWN Sound of Hope            M   FE
6.34,1500-1600       TWN Sound of Hope            M   FE
6.34,1600-1700       TWN Sound of Hope            M   FE
6.34,2100-2130       TWN Sound of Hope            M   FE
6.34,2130-2200       TWN Sound of Hope            M   FE
6.34,2200-2300       TWN Sound of Hope            M   FE
6.34,2300-2400       TWN Sound of Hope            M   FE
6.34,0230-0505       USA NMF Fax Boston MA            ENA         bo
6.34,0745-1040       USA NMF Fax Boston MA            ENA         bo
6.34,1400-1600       USA NMF Fax Boston MA            ENA         bo
6.34,1720-2251       USA NMF Fax Boston MA            ENA         bo
6.36,0000-2400       HOL PBB Navy Den Helder      -TY Eu          cg
6.37,0000-2400       CHN CNR1 Jammer/Firedrake    M   CHN
6.37,0000-0100       TWN Sound of Hope            M   FE
6.37,0100-0200       TWN Sound of Hope            M   FE
6.37,0200-1200       TWN Sound of Hope            M   FE
6.37,1200-1300       TWN Sound of Hope            M   FE
6.37,1300-1400       TWN Sound of Hope            M   FE
6.37,1400-1500       TWN Sound of Hope            M   FE
6.37,1500-1600       TWN Sound of Hope            CA  FE
6.37,1600-1700       TWN Sound of Hope            M   FE
6.37,1700-2000       TWN Sound of Hope            M   FE
6.37,2000-2100       TWN Sound of Hope            M   FE
6.37,2100-2130       TWN Sound of Hope            M   FE
6.37,2130-2200       TWN Sound of Hope            M   FE
6.37,2200-2300       TWN Sound of Hope            M   FE
6.37,2300-2400       TWN Sound of Hope            M   FE
6.39,0000-2400       PAK AQP Navy Karachi         -CW As          kv
6.41,0000-2400       RUS Kazan Aero Melodia Dwa   R   CAs         kz
6.41,0000-2400       RUS Mozdok Aero Assistent    R   CAs         mz
6.42,0000-2400       I   IDR Ny Roma              I   SEu
6.43,0830-0840 SaSu  POL S11a Polish Spy Numbers  R               p
6.45,0230-0245       B   PWZ33 Rio d.J.Naval Wx   P   B           rw
6.45,0318-0330       B   PWZ33 Rio d.J.Naval Wx   P   B           rw
6.45,0400-0415       B   PWZ33 Rio d.J.Naval Wx   P   B           rw
6.45,0600-0615       B   PWZ33 Rio d.J.Naval Wx   P   B           rw
6.45,1430-1445       B   PWZ33 Rio d.J.Naval Wx   P   B           rw
6.45,1845-1900       B   PWZ33 Rio d.J.Naval Wx   P   B           rw
6.45,2130-2145       B   PWZ33 Rio d.J.Naval Wx   P   B           rw
6.48,"1700-2400 Sa    USA MRHS KPH Bolinas, CA     -CW WNA         pr"
6.48,"0915-0925 Mo,Fr POL S11a Polish Spy Numbers  R               p"
6.48,0000-2400       CHN XSV Tianjin Radio        -TY FE          tj
6.49,0000-2400       USA NSS US Navy              -TY NAm         a
6.5,1000-2200       CAN CFH Halifax Radio        -TY NAm         hx
6.5,2200-1000       CAN CFH Halifax Radio        -TY NAm         hx
6.5,0203-0300       ALS NOJ USCG Kodiak          E   WNA         k
6.5,1645-1745       ALS NOJ USCG Kodiak          E   WNA         k
6.5,0000-2400       CAN VFF Iqaluit Radio        E   NAm         cb
6.5,0000-2400       CAN VFF Iqaluit Radio        E   NAm         hr
6.5,0000-2400       CAN VFF Iqaluit Radio        E   NAm         in
6.5,0930-1015       GUM NRV USCG Guam            E   WOc
6.5,1530-1615       GUM NRV USCG Guam            E   WOc
6.5,0600-0635       HWA NMO USCG Honolulu        E   Oc          nm
6.5,1200-1235       HWA NMO USCG Honolulu        E   Oc          nm
6.5,0330-0430       USA NMN USCG Chesapeake      E   NAm         ch
6.5,0515-0615       USA NMN USCG Chesapeake      E   NAm         ch
6.5,0930-1030       USA NMN USCG Chesapeake      E   NAm         ch
6.5,1115-1215       USA NMN USCG Chesapeake      E   NAm         ch
6.5,1530-1630       USA NMN USCG Chesapeake      E   NAm         ch
6.5,2130-2230       USA NMN USCG Chesapeake      E   NAm         ch
6.5,2315-0015       USA NMN USCG Chesapeake      E   NAm         ch
6.51,0800-2100       AUS VMC Charleville QL       E   AUS         c
6.51,0000-2400       CAN VFF Iqaluit Radio        E   NAm         ch
6.51,0000-2400       CAN VFF Iqaluit Radio        E   NAm         i
6.51,0110-0130       CAN VFF Iqaluit Radio        E   ENA         ch
6.51,0000-2400       S   Stockholm Radio          E   NEu         gr
